(14002,8,5979)
(10065,8,6974)
(10730,8,6951)
(10874,8,6951)
(12687,8,6187)
(10402,8,5341)
(13122,8,5341)
(10793,8,5177)
(10781,8,6833)
(10791,8,5102)
(10762,8,5838)
(10332,8,5756)
(11313,8,5756)
(12399,8,5756)
(10037,8,5385)
(13033,8,5385)
(14955,8,5385)
(11178,8,5702)
(11428,8,6611)
(10297,8,5221)
(10887,8,6728)
(10630,8,5574)
(11057,9,6080)
(12712,9,5573)
(12091,9,6985)
(12162,9,6305)
(12467,9,6305)
(11524,9,5103)
(10744,9,6987)
(12033,9,6782)
(13086,9,5168)
(12674,9,6790)
(13173,9,6790)
(11634,9,5555)
(10261,9,6090)
(12282,9,6090)
(10059,9,6951)
(11739,9,6951)
(10618,9,6675)
(10815,9,6108)
(10882,9,6108)
(12523,9,6108)
(12771,9,5102)
(10104,9,6219)
(12514,9,6219)
(11381,9,6756)
(11530,9,6756)
(11659,9,6756)
(13267,9,5756)
(14254,9,5385)
(15406,9,5385)
(12479,9,6793)
(11499,9,5885)
(10907,9,6877)
(11327,9,6877)
(11253,9,5696)
(13741,9,6538)
(12168,9,5221)
(12925,9,6728)
(12699,10,5573)
(11183,10,5397)
(11555,10,5397)
(11737,10,5397)
(12667,10,5103)
(11261,10,5165)
(12822,10,5873)
(10043,10,6790)
(13361,10,6790)
(10673,10,5381)
(13638,10,6090)
(12072,10,6951)
(12181,10,6974)
(10672,10,5341)
(11970,10,6675)
(11186,10,6108)
(13010,10,6108)
(10568,10,5261)
(10189,10,5102)
(12921,10,5102)
(11840,10,5756)
(13314,10,5756)
(15572,10,5385)
(12243,10,5885)
(13112,10,5953)
(10069,10,5702)
(15190,10,5602)
(10087,10,6611)
(13305,10,6538)
(12015,10,6283)
(12276,11,6970)
(11386,11,6305)
(10023,11,6905)
(10745,11,5897)
(10902,11,5897)
(11347,11,5897)
(14669,11,5897)
(10130,11,5807)
(10960,11,5807)
(10211,11,5099)
(11239,11,5099)
(11807,11,5099)
(12089,11,5099)
(13979,11,5873)
(14381,11,6790)
(10839,11,5555)
(10944,11,6853)
(12337,11,6951)
(12600,11,5341)
(10123,11,5177)
(11798,11,5962)
(10909,11,6335)
(11336,11,6335)
(10942,11,6944)
(11692,11,6944)
(13495,11,5756)
(12550,11,6868)
(15994,11,5385)
(11197,11,6906)
(12054,11,5885)
(10698,11,6136)
(11128,11,6136)
(11565,11,6136)
(12142,11,6136)
(10674,11,5702)
(13883,11,6611)
(12967,11,6728)
(11531,11,5574)
(10856,12,5891)
(10126,12,6885)
(11841,12,6183)
(12099,12,6183)
(10433,12,5350)
(10564,12,5350)
(10612,12,5350)
(10949,12,5350)
(11608,12,5350)
(11965,12,5350)
(14125,12,6905)
(14824,12,5897)
(15010,12,5897)
(15750,12,5897)
(10357,12,6493)
(12325,12,6493)
(10966,12,6748)
(11915,12,6748)
(11881,12,6480)
(12842,12,5165)
(11282,12,6782)
(12209,12,6790)
(10057,12,5381)
(10482,12,5381)
(13300,12,6853)
(10543,12,6187)
(10558,12,5341)
(11110,12,5341)
(13453,12,5341)
(13589,12,5341)
(14264,12,5620)
(13571,12,5177)
(13042,12,6833)
(12981,12,5962)
(13238,12,6108)
(11447,12,6219)
(12019,12,6335)
(10376,12,6359)
(10496,12,6359)
(10595,12,6359)
(10886,12,6359)
(11580,12,6359)
(12393,12,6944)
(10052,12,6222)
(11006,12,6222)
(11294,12,6222)
(12237,12,5385)
(16001,12,5385)
(11167,12,6906)
(11595,12,6906)
(11899,12,5702)
(10011,12,6474)
(10034,12,6474)
(11508,12,6474)
(11892,12,6474)
(12548,12,6474)
(10121,12,5277)
(11333,12,5277)
(12826,12,5277)
(13041,12,5277)
(13653,12,5277)
(10851,12,6342)
(11094,12,6342)
(11337,12,6342)
(12504,12,6342)
(11462,12,6538)
(12547,12,5574)
(11255,13,6761)
(10254,13,5311)
(10800,13,5311)
(11378,13,5311)
(11492,13,5311)
(12605,13,5891)
(12011,13,6183)
(12733,13,6183)
(12907,13,6183)
(12093,13,6985)
(14965,13,6905)
(12447,13,6507)
(12235,13,5897)
(14350,13,5897)
(16429,13,5897)
(10936,13,6478)
(13498,13,6478)
(10938,13,5267)
(12585,13,5267)
(12745,13,5267)
(13040,13,5267)
(11938,13,5653)
(12760,13,5653)
(12865,13,5653)
(13135,13,5653)
(11591,13,6748)
(11142,13,5807)
(11571,13,5807)
(13244,13,5165)
(11363,13,6666)
(11532,13,5168)
(10806,13,5381)
(11560,13,5381)
(11736,13,5381)
(10995,13,5555)
(12653,13,5555)
(12725,13,5555)
(13377,13,6853)
(14031,13,5979)
(12036,13,6187)
(10074,13,6904)
(10391,13,6904)
(11047,13,6904)
(11270,13,6904)
(11310,13,6904)
(10608,13,6065)
(11775,13,6065)
(13893,13,5341)
(14566,13,5341)
(14001,13,6675)
(14766,13,6675)
(14059,13,5177)
(10888,13,6833)
(11600,13,5506)
(13127,13,5506)
(14419,13,6219)
(12603,13,6335)
(10346,13,6359)
(12660,13,6359)
(12694,13,6359)
(12715,13,6944)
(10137,13,6906)
(11644,13,6906)
(11784,13,6906)
(12283,13,5620)
(13015,13,5702)
(10863,13,5696)
(14704,13,5277)
(15106,13,5277)
(13253,13,6611)
(13077,13,6342)
(10904,13,6300)
(10969,13,6300)
(12406,13,6728)
(12621,13,6283)
(11245,14,6970)
(11403,14,6970)
(10362,14,6057)
(10460,14,6057)
(12208,14,6057)
(13121,14,6057)
(11738,14,5311)
(13156,14,5311)
(12913,14,5891)
(13095,14,6183)
(13378,14,6183)
(12516,14,6949)
(12528,14,6949)
(12459,14,5267)
(13362,14,5267)
(13364,14,5267)
(12448,14,6748)
(11567,14,6355)
(12449,14,6355)
(13607,14,5165)
(13572,14,5168)
(13312,14,6790)
(11912,14,5795)
(10831,14,5381)
(11866,14,5381)
(10557,14,6516)
(12032,14,6516)
(14587,14,6516)
(15836,14,6516)
(14391,14,5555)
(10593,14,6853)
(14305,14,6187)
(10911,14,5341)
(15108,14,5341)
(13233,14,6833)
(13812,14,6833)
(11105,14,6335)
(11811,14,6335)
(13519,14,6359)
(12095,14,6944)
(13055,14,6944)
(10042,14,6756)
(12424,14,6756)
(13064,14,6756)
(11718,14,5756)
(12004,14,6906)
(12146,14,6906)
(12123,14,6273)
(13206,14,5953)
(11259,14,5696)
(10789,14,6611)
(13930,14,6611)
(13452,14,6728)
(12983,15,6970)
(12985,15,6970)
(10094,15,6670)
(10182,15,6670)
(11262,15,6670)
(11335,15,6670)
(12601,15,6670)
(13976,15,6670)
(10116,15,6080)
(13172,15,5311)
(10826,15,5891)
(10714,15,6885)
(11415,15,6885)
(12167,15,6885)
(10600,15,5397)
(12289,15,5397)
(10503,15,6905)
(13265,15,6905)
(15036,15,6905)
(14078,15,5267)
(10847,15,5807)
(12160,15,5807)
(13647,15,6355)
(13707,15,6355)
(12583,15,5165)
(14108,15,5165)
(12851,15,6790)
(12260,15,5381)
(17083,15,6516)
(17705,15,6516)
(11919,15,5555)
(14568,15,5555)
(15297,15,5555)
(11302,15,6090)
(10146,15,6421)
(10336,15,6421)
(10879,15,6421)
(11102,15,6421)
(11258,15,6421)
(13718,15,5177)
(14187,15,5177)
(13695,15,6335)
(14301,15,6359)
(13342,15,6944)
(13411,15,6944)
(11498,15,6756)
(14343,15,5756)
(14521,15,6868)
(11196,15,5385)
(10419,15,6906)
(11065,15,6906)
(12249,15,6906)
(13124,15,5620)
(11198,15,6273)
(13581,15,6273)
(13534,15,5953)
(10013,15,6899)
(10431,15,6899)
(10462,15,6899)
(11573,15,6899)
(11868,15,6899)
(12186,15,6899)
(11464,15,5696)
(13264,15,5696)
(13144,15,5602)
(10295,15,5636)
(10637,15,5636)
(10965,15,5636)
(11200,15,5636)
(11389,15,5636)
(11515,15,5636)
(11581,15,5636)
(14489,15,6611)
(10103,15,5209)
(10868,15,5209)
(11210,15,5209)
(12177,16,6080)
(10099,16,5891)
(11220,16,6885)
(13155,16,6885)
(13319,16,6885)
(12473,16,5397)
(11477,16,5350)
(12633,16,5350)
(13294,16,5350)
(13464,16,5350)
(13748,16,5350)
(12748,16,6305)
(11354,16,6905)
(15644,16,6905)
(15839,16,6905)
(11684,16,6949)
(12773,16,6949)
(13274,16,6478)
(10315,16,6493)
(10849,16,6493)
(11556,16,6493)
(11639,16,6493)
(12409,16,6493)
(12617,16,6493)
(14487,16,5267)
(12180,16,5807)
(13382,16,6355)
(14308,16,5165)
(13205,16,5168)
(11049,16,6790)
(11115,16,5381)
(11343,16,5381)
(12559,16,5381)
(12370,16,6516)
(15804,16,6516)
(18806,16,6516)
(14954,16,5555)
(15685,16,5555)
(10975,16,5979)
(10228,16,6951)
(10324,16,6951)
(10893,16,6951)
(13184,16,6974)
(15178,16,5341)
(10204,16,6630)
(10285,16,6630)
(11536,16,6630)
(12215,16,6630)
(10012,16,5962)
(11517,16,5962)
(13340,16,5962)
(10334,16,5115)
(11835,16,5115)
(11941,16,5115)
(11975,16,5261)
(10359,16,6319)
(10452,16,6888)
(10937,16,6319)
(11272,16,6319)
(11728,16,6888)
(12117,16,6888)
(12481,16,6319)
(12274,16,5102)
(13809,16,6335)
(11246,16,6359)
(11500,16,6944)
(12210,16,6944)
(13444,16,6944)
(13465,16,6944)
(11331,16,6756)
(11620,16,5756)
(12298,16,6222)
(11849,16,6868)
(14963,16,6868)
(11832,16,5385)
(12949,16,6906)
(14326,16,6273)
(10288,16,6638)
(11293,16,6638)
(11656,16,6638)
(11898,16,6638)
(13772,16,6638)
(14051,16,6638)
(12229,16,5953)
(12701,16,5953)
(13466,16,5602)
(15423,16,5602)
(11974,16,6538)
(10635,16,5221)
(11989,16,5221)
(12105,16,5221)
(10684,16,5100)
(10836,16,5100)
(11589,16,5100)
(12012,16,5100)
(10213,17,6970)
(12335,17,6080)
(13677,17,6885)
(13836,17,6885)
(12671,17,5397)
(10538,17,6305)
(12889,17,6305)
(15846,17,6905)
(15925,17,6905)
(10039,17,6949)
(13624,17,6949)
(10041,17,5103)
(10554,17,5103)
(12417,17,6748)
(12412,17,5807)
(14003,17,6355)
(14314,17,5165)
(14591,17,5168)
(16029,17,6790)
(11413,17,5381)
(19070,17,6516)
(19245,17,6516)
(12936,17,5555)
(15780,17,5555)
(15860,17,5555)
(10964,17,6090)
(12764,17,6090)
(12672,17,5979)
(14223,17,5979)
(13800,17,6974)
(13959,17,6951)
(11154,17,5341)
(14149,17,5341)
(10149,17,6687)
(11010,17,6687)
(11373,17,6687)
(11425,17,6687)
(11523,17,6687)
(11806,17,6687)
(13599,17,6833)
(12740,17,5962)
(13475,17,5962)
(14418,17,5102)
(11085,17,6219)
(13777,17,6219)
(14837,17,6219)
(14465,17,6359)
(11603,17,6944)
(12176,17,6944)
(13690,17,6944)
(11012,17,6756)
(13832,17,6756)
(14575,17,6756)
(11839,17,6222)
(16486,17,5385)
(16510,17,5385)
(12129,17,5620)
(12794,17,5620)
(13540,17,5953)
(13601,17,5953)
(13699,17,5953)
(13802,17,5696)
(15898,17,5602)
(10058,17,6474)
(11113,17,6474)
(12030,17,6474)
(12644,17,6474)
(12853,17,6474)
(12904,17,6474)
(12908,17,6474)
(14640,17,6538)
(12314,17,5221)
(12616,17,5221)
(10832,17,6283)
(11545,18,6970)
(11768,18,6057)
(14160,18,6057)
(14462,18,6057)
(14550,18,6057)
(12702,18,5891)
(12759,18,5891)
(12975,18,6885)
(14155,18,6885)
(14172,18,6885)
(12380,18,6183)
(10711,18,5397)
(12135,18,5397)
(12730,18,5397)
(13479,18,6305)
(14921,18,6305)
(16556,18,6905)
(10002,18,6507)
(14313,18,6507)
(15340,18,6949)
(10036,18,5897)
(16794,18,5897)
(17419,18,5897)
(17462,18,5897)
(15595,18,6790)
(10165,18,5795)
(13497,18,5381)
(10200,18,6516)
(15903,18,5555)
(16265,18,5555)
(16460,18,5555)
(13739,18,6090)
(13862,18,6090)
(11537,18,6853)
(11771,18,6853)
(14480,18,6853)
(14818,18,5979)
(10061,18,6951)
(11307,18,6951)
(15162,18,6951)
(13641,18,5341)
(10049,18,5177)
(10660,18,5177)
(11727,18,5177)
(11977,18,5177)
(14192,18,5177)
(14469,18,6833)
(12450,18,5102)
(13854,18,5102)
(14714,18,5102)
(14890,18,6219)
(15073,18,6219)
(11640,18,6944)
(14235,18,6944)
(15537,18,6944)
(15580,18,6944)
(11587,18,6756)
(12884,18,6756)
(14676,18,6756)
(15042,18,6756)
(15062,18,6756)
(11068,18,6222)
(11170,18,6222)
(12483,18,6222)
(14033,18,6868)
(14437,18,5385)
(16786,18,5385)
(13220,18,6906)
(13938,18,5620)
(11962,18,5953)
(13204,18,5953)
(14202,18,5953)
(14446,18,5702)
(10963,18,5696)
(12924,18,5696)
(14309,18,5696)
(14100,18,6474)
(16224,18,6474)
(16676,18,6474)
(12224,18,5277)
(15871,18,5277)
(16083,18,5277)
(14544,18,6611)
(13815,18,6538)
(10089,18,5221)
(12920,18,5221)
(13181,18,5221)
(10365,18,6728)
(13142,18,6728)
(13685,18,6728)
(10079,18,5574)
(10668,19,6761)
(11039,19,6761)
(11185,19,6761)
(11349,19,6761)
(11454,19,6761)
(11986,19,6761)
(12066,19,6970)
(13727,19,6970)
(14396,19,6970)
(13887,19,5891)
(11489,19,6885)
(15056,19,6885)
(14841,19,6183)
(15299,19,6305)
(12593,19,6905)
(16557,19,6905)
(15506,19,6949)
(15662,19,6507)
(12573,19,6748)
(10470,19,5981)
(10546,19,5981)
(10959,19,5981)
(11136,19,5981)
(11260,19,5981)
(11475,19,5981)
(11540,19,5807)
(10173,19,6355)
(14271,19,6355)
(10275,19,6480)
(10718,19,6480)
(12507,19,6480)
(12932,19,6480)
(13138,19,6480)
(10162,19,6782)
(15756,19,6782)
(10873,19,6790)
(14746,19,6790)
(16400,19,6790)
(12761,19,5381)
(13732,19,5381)
(18335,19,6516)
(14311,19,5555)
(14602,19,5555)
(16942,19,5555)
(17087,19,5555)
(17092,19,5555)
(11578,19,6090)
(14935,19,6090)
(14540,19,6853)
(12379,19,5979)
(13471,19,5979)
(16168,19,6951)
(16720,19,6951)
(11903,19,6187)
(16330,19,5341)
(13044,19,6675)
(14459,19,5177)
(14514,19,5177)
(15318,19,5177)
(15604,19,5177)
(14761,19,6833)
(11757,19,6108)
(12064,19,6108)
(14233,19,6108)
(12646,19,5102)
(14282,19,5102)
(14931,19,5102)
(15048,19,5102)
(15123,19,5102)
(15817,19,6219)
(16244,19,6944)
(16684,19,6944)
(16772,19,6944)
(15112,19,6756)
(15529,19,6756)
(16136,19,6756)
(12597,19,5756)
(15053,19,6868)
(15594,19,6868)
(12426,19,5385)
(17887,19,5385)
(12171,19,6906)
(11682,19,5620)
(10656,19,5885)
(11051,19,5885)
(11226,19,5885)
(12303,19,5885)
(14801,19,5953)
(15654,19,5953)
(11896,19,5702)
(12051,19,5702)
(13845,19,5702)
(14796,19,5696)
(14897,19,5696)
(14942,19,5696)
(15301,19,6611)
(10384,19,6342)
(11275,19,6342)
(11430,19,6342)
(12218,19,6342)
(12809,19,6342)
(13107,19,6342)
(11920,19,6538)
(12739,19,5221)
(13231,19,5221)
(14382,19,5221)
(12065,19,5209)
(12886,19,5209)
(12966,19,5209)
(14007,19,6728)
(14272,19,6728)
(14911,19,6728)
(12141,19,5574)
(12377,19,6283)
(13332,19,6283)
(14523,20,6970)
(14778,20,6970)
(15037,20,6970)
(11954,20,5891)
(15415,20,6885)
(15437,20,6885)
(10095,20,6985)
(10222,20,6985)
(10378,20,6985)
(10865,20,6985)
(12043,20,6985)
(12287,20,6985)
(13896,20,6305)
(12917,20,6905)
(13839,20,6905)
(17297,20,6905)
(14118,20,6507)
(15927,20,6507)
(10894,20,6478)
(12647,20,6748)
(13150,20,5807)
(16516,20,6782)
(16930,20,6790)
(17071,20,6790)
(10891,20,5795)
(11579,20,5795)
(12124,20,5795)
(10675,20,5413)
(10732,20,5413)
(11024,20,5130)
(11146,20,5413)
(11460,20,5413)
(11935,20,5413)
(12191,20,5413)
(13813,20,5381)
(14121,20,5381)
(17450,20,5555)
(18189,20,5555)
(15793,20,6090)
(16089,20,5615)
(10110,20,6951)
(12497,20,6951)
(17926,20,6951)
(10651,20,6187)
(12010,20,6187)
(11311,20,6421)
(11396,20,6421)
(11427,20,6421)
(11663,20,6421)
(13189,20,5341)
(16425,20,5341)
(15842,20,6675)
(12463,20,6833)
(15350,20,6833)
(10901,20,6108)
(14244,20,6108)
(14431,20,6108)
(10150,20,5102)
(16782,20,5102)
(11660,20,6335)
(16891,20,6944)
(17598,20,6944)
(11444,20,6756)
(17005,20,6756)
(17337,20,6756)
(15808,20,5385)
(17472,20,5385)
(18086,20,5385)
(10453,20,5620)
(15022,20,5620)
(12841,20,5953)
(16043,20,5953)
(14943,20,5702)
(15253,20,5702)
(10933,20,6474)
(11922,20,6474)
(12887,20,6474)
(13258,20,6474)
(11638,20,5696)
(14960,20,5696)
(13087,20,5602)
(10003,20,5636)
(11720,20,5636)
(11947,20,5636)
(12375,20,5636)
(13682,20,6611)
(13918,20,6728)
(14937,20,6728)
(15222,20,6728)
(14222,20,5574)
(11588,21,6970)
(13941,21,6970)
(15355,21,6970)
(11864,21,6885)
(15487,21,6885)
(10223,21,6183)
(11529,21,6183)
(12407,21,6183)
(14370,21,6183)
(11305,21,6985)
(12445,21,6985)
(13070,21,6985)
(13575,21,6985)
(13683,21,6985)
(13846,21,6985)
(13628,21,6905)
(18005,21,6905)
(18501,21,6905)
(15830,21,6949)
(16344,21,6507)
(16385,21,6507)
(11652,21,5807)
(12968,21,5807)
(11446,21,6782)
(18202,21,6782)
(15228,21,6790)
(17361,21,6790)
(17398,21,6790)
(12658,21,5795)
(12895,21,5413)
(12906,21,5413)
(13279,21,5413)
(13348,21,5130)
(13790,21,5130)
(15249,21,5381)
(14481,21,6516)
(19946,21,6516)
(15331,21,5555)
(18684,21,5555)
(19405,21,5555)
(10323,21,6090)
(15252,21,6187)
(16555,21,5341)
(16736,21,5341)
(13308,21,6630)
(13736,21,6630)
(13770,21,6630)
(13833,21,6630)
(13950,21,6630)
(15405,21,6833)
(15546,21,6833)
(10142,21,5962)
(11942,21,5962)
(12589,21,5962)
(13742,21,5962)
(13971,21,5962)
(14167,21,5962)
(14786,21,6108)
(14861,21,6108)
(15100,21,6108)
(17201,21,5102)
(10931,21,6335)
(12856,21,6335)
(14165,21,6335)
(12044,21,6944)
(17642,21,6944)
(14336,21,6756)
(17838,21,6756)
(15936,21,5385)
(18483,21,5385)
(18505,21,5385)
(11469,21,5620)
(15731,21,5620)
(12494,21,6638)
(13463,21,6638)
(14058,21,6638)
(14467,21,6638)
(14802,21,6638)
(15045,21,6638)
(15296,21,6638)
(14159,21,5953)
(16180,21,5953)
(16503,21,5953)
(10599,21,5825)
(11121,21,5825)
(11290,21,5825)
(11399,21,5825)
(11611,21,5825)
(11745,21,5825)
(11754,21,5825)
(10124,21,6329)
(10390,21,6329)
(11605,21,6329)
(12661,21,6329)
(12979,21,6329)
(12637,21,5702)
(15303,21,5702)
(15309,21,5702)
(13516,21,6474)
(14153,21,6474)
(14215,21,6474)
(14444,21,6474)
(16220,21,5696)
(12024,21,5602)
(15981,21,5602)
(16172,21,5602)
(12681,21,5636)
(12930,21,5636)
(13026,21,5636)
(11256,21,5574)
(14673,21,6283)
(12777,22,6970)
(16431,22,6970)
(16508,22,6970)
(10320,22,6080)
(10932,22,6080)
(11015,22,6080)
(11409,22,6080)
(11861,22,6080)
(10184,22,5734)
(10428,22,5734)
(11076,22,5734)
(12187,22,5734)
(12363,22,5734)
(11096,22,6885)
(12829,22,6885)
(13433,22,6885)
(15819,22,6885)
(15841,22,6885)
(15856,22,6183)
(16481,22,6183)
(16900,22,6183)
(14184,22,6985)
(14196,22,6985)
(14293,22,6985)
(14745,22,6985)
(15098,22,6985)
(15345,22,6985)
(10950,22,5397)
(12669,22,5397)
(13019,22,5397)
(13221,22,5397)
(13547,22,5397)
(10755,22,5350)
(12903,22,5350)
(13451,22,5350)
(13980,22,5350)
(14010,22,5350)
(14199,22,5350)
(14274,22,5350)
(14460,22,5350)
(15410,22,6905)
(18577,22,6905)
(12690,22,6507)
(16600,22,6949)
(16998,22,6507)
(10573,22,5103)
(11705,22,5103)
(12552,22,5103)
(11002,22,6493)
(11504,22,6493)
(13302,22,6493)
(13578,22,6493)
(13630,22,6493)
(13644,22,6493)
(13649,22,6493)
(11495,22,5807)
(13422,22,5807)
(13779,22,5807)
(10551,22,5099)
(10764,22,5099)
(11134,22,5099)
(11984,22,5099)
(12292,22,5099)
(12595,22,5099)
(13621,22,5099)
(10185,22,6987)
(14163,22,5165)
(14482,22,5165)
(15374,22,6790)
(17538,22,6790)
(18675,22,6790)
(18904,22,6790)
(12926,22,5795)
(13939,22,5413)
(10636,22,5381)
(21726,22,6516)
(21877,22,6516)
(20049,22,5555)
(20697,22,5555)
(10015,22,6090)
(17423,22,5341)
(16571,22,5177)
(17192,22,5177)
(17226,22,5177)
(15799,22,6833)
(15859,22,6833)
(17668,22,5102)
(14005,22,6335)
(14865,22,6335)
(15325,22,6335)
(10807,22,6359)
(11802,22,6359)
(13261,22,6359)
(13363,22,6359)
(10677,22,6944)
(17900,22,6944)
(18283,22,6944)
(19019,22,6756)
(19204,22,6756)
(12719,22,6222)
(13355,22,6222)
(14665,22,6222)
(14953,22,6222)
(15468,22,6868)
(15687,22,6868)
(16223,22,6868)
(17987,22,5385)
(18673,22,5385)
(10996,22,6906)
(11312,22,6906)
(11955,22,6906)
(13110,22,6906)
(15834,22,6793)
(15948,22,5620)
(16635,22,5953)
(16745,22,5953)
(12686,22,6329)
(13712,22,6329)
(13750,22,6329)
(14037,22,6329)
(10194,22,6899)
(11653,22,6899)
(11759,22,6899)
(12269,22,6899)
(12392,22,6899)
(12498,22,6899)
(12615,22,6899)
(12844,22,6899)
(13266,22,6899)
(12602,22,5702)
(15396,22,5702)
(10225,22,5696)
(16610,22,5696)
(16780,22,5602)
(16830,22,5602)
(14106,22,6611)
(11026,22,6538)
(14371,22,6538)
(14904,22,6538)
(15448,22,6538)
(14490,22,5221)
(14637,22,5221)
(12020,22,5574)
(15150,22,5574)
(12193,23,6970)
(16530,23,6970)
(16553,23,6970)
(17093,23,6970)
(13000,23,5891)
(14067,23,5891)
(15663,23,6885)
(15944,23,6885)
(15971,23,6885)
(16031,23,6885)
(16334,23,6885)
(16380,23,6885)
(17681,23,6183)
(12081,23,6985)
(15590,23,6985)
(15647,23,6985)
(15771,23,6985)
(16111,23,6985)
(11341,23,6305)
(13922,23,6305)
(15302,23,6305)
(18779,23,6905)
(18787,23,6905)
(16155,23,6949)
(17139,23,6507)
(17303,23,6507)
(17408,23,6507)
(12296,23,5807)
(14048,23,5807)
(14263,23,5807)
(10197,23,5165)
(11843,23,5165)
(15383,23,5165)
(19660,23,6790)
(19817,23,6790)
(20097,23,6790)
(10533,23,5795)
(11596,23,5795)
(12779,23,5795)
(13290,23,5795)
(11764,23,5381)
(15535,23,5381)
(22732,23,6516)
(22857,23,6516)
(10614,23,5412)
(11497,23,5412)
(11909,23,5412)
(12846,23,5412)
(10226,23,5555)
(21088,23,5555)
(16126,23,6090)
(13632,23,5979)
(14052,23,5979)
(14951,23,5979)
(15026,23,5979)
(16090,23,5979)
(14375,23,6951)
(15220,23,6951)
(17680,23,6951)
(17971,23,6974)
(18242,23,6951)
(10549,23,5341)
(17390,23,5177)
(17737,23,5177)
(17991,23,5177)
(11689,23,6833)
(15941,23,6833)
(10241,23,5280)
(10366,23,5280)
(10418,23,5280)
(10709,23,5280)
(10753,23,5280)
(10779,23,5280)
(10971,23,5280)
(11481,23,5280)
(11708,23,5280)
(11790,23,5280)
(10215,23,6914)
(10331,23,6914)
(10466,23,6914)
(10766,23,6914)
(11570,23,6914)
(11914,23,6914)
(15942,23,5102)
(17720,23,5102)
(15725,23,6335)
(19437,23,6756)
(10712,23,5756)
(12986,23,5756)
(13553,23,5756)
(14685,23,5756)
(18925,23,5385)
(19039,23,5385)
(16230,23,6793)
(16453,23,6793)
(11953,23,5885)
(12807,23,5885)
(12863,23,5885)
(13353,23,5885)
(10478,23,5752)
(10529,23,5752)
(10731,23,5752)
(11225,23,5752)
(11559,23,5752)
(13427,23,5953)
(17155,23,5953)
(17191,23,5953)
(10799,23,6329)
(13474,23,6329)
(14338,23,6329)
(14735,23,6329)
(14878,23,6329)
(14918,23,6329)
(15096,23,6329)
(15775,23,5702)
(12877,23,5696)
(11645,23,5602)
(16909,23,5602)
(17013,23,5602)
(11996,23,6611)
(13275,23,6611)
(16251,23,6611)
